folder,mean,std,count,GAS,TEMP,SAMPLING,MODEL,TRAIN_RATIO,QT_FRAC,LOW,HIGH
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9827305371055816,0.0004460620828938,5,He,293,qt_then_rd,cat,RATIO0.65,0.65,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.98326853229775,0.0005954842190459,5,He,293,qt_then_rd,cat,RATIO0.6,0.6,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9795804189705158,0.0007589972206131,5,He,293,qt_then_rd,cat,RATIO0.75,0.75,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9813139848088444,0.0007326222318687,5,He,293,qt_then_rd,cat,RATIO0.7,0.7,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9789142022799056,0.0013569202248503,5,He,293,qt_then_rd,cat,RATIO0.8,0.8,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8896598876514867,0.0229614041434128,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.918085467646502,0.0239763303511428,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.906317492326186,0.015625967240929,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9219074135754532,0.0161979969293101,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9187651113811576,0.0254698862852845,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9237296773453652,0.0114222825940964,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.927253660086155,0.0111600355426087,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.92716563394468,0.0311378641479661,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9312016553009036,0.0291043984716749,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9341953535805744,0.0455467470440108,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9226921604033328,0.0325873235339013,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.974292239432953,0.0366514231839256,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9585426434869946,0.0435614371052544,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9686485443847824,0.0457158391431448,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9728511455643286,0.0398884687509062,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9645283160225724,0.0531078011423007,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8896598876514867,0.0229614041434128,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.918085467646502,0.0239763303511428,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.906317492326186,0.015625967240929,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9219074135754532,0.0161979969293101,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9187651113811576,0.0254698862852845,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9237296773453652,0.0114222825940964,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.927253660086155,0.0111600355426087,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.92716563394468,0.0311378641479661,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9312016553009036,0.0291043984716749,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9341953535805744,0.0455467470440108,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9226921604033328,0.0325873235339013,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.974292239432953,0.0366514231839256,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9585426434869946,0.0435614371052544,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9686485443847824,0.0457158391431448,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9728511455643286,0.0398884687509062,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9645283160225724,0.0531078011423007,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,5
